Id,Toponyms,Type,Period,StartDate,EndDate,Longitude,Latitude,LocQual,SizeHa,SizeQual,Source,Source_id
3366,,settlement,Imperial Period,100,400,12.70696635,41.97664219,A,0.318655128,B,"Mari 1983, 138",106
3367,,settlement,Bronze Age,-1700,-1000,12.7091804,41.97799049,A,0.406610419,D,"Mari 1983, 138",107
3367,,settlement,Imperial Period,-30,200,12.7091804,41.97799049,A,0.406610419,D,"Mari 1983, 138",107
3368,,settlement (villa),Imperial Period,-30,500,12.70852116,41.97660741,A,0.321561849,D,"Mari 1983, 139",108
3369,,settlement (villa),Imperial Period,1,300,12.71092206,41.97733311,A,0.474794512,B,"Mari 1983, 140",109
3370,,settlement (villa),Imperial Period,1,300,12.70784451,41.98086689,A,0.761772373,B,"Mari 1983, 140",110
3371,Prato del Pidocchio,settlement (villa),Imperial Period,1,300,12.69773213,41.97482393,A,0.609825095,B,"Mari 1983, 140",112
3372,,settlement,Imperial Period,1,300,12.69280615,41.9731871,A,0.265909416,B,"Mari 1983, 141",113
3373,,settlement,Imperial Period,1,300,12.69345592,41.97549168,A,0.443166878,B,"Mari 1983, 141",116
3374,,settlement (villa),Republican Period,-250,-30,12.69019057,41.97995353,A,0.702643418,D,"Mari 1983, 141",118
3374,,settlement (villa),Imperial Period,-30,300,12.69019057,41.97995353,A,0.702643418,D,"Mari 1983, 141",118
3375,fosso di Tor Mastorta,settlement,Archaic Period,-600,-500,12.68684921,41.9793442,A,0.624414814,D,"Mari 1983, 147",119
3375,fosso di Tor Mastorta,settlement,Republican Period,-500,-30,12.68684921,41.9793442,A,0.624414814,D,"Mari 1983, 147",119
3375,fosso di Tor Mastorta,settlement,Imperial Period,-30,100,12.68684921,41.9793442,A,0.624414814,D,"Mari 1983, 147",119
3376,,settlement (villa),Imperial Period,1,300,12.69208284,41.98364487,A,0.229545497,B,"Mari 1983, 149",122
3377,,settlement (villa),Imperial Period,1,300,12.68936805,41.98551946,A,0.28552544,B,"Mari 1983, 149",123
3378,vaccheria di Tor Mastorta,settlement (villa),Imperial Period,-30,200,12.68721533,41.98599265,A,0.638766441,B,"Mari 1983, 150",124
3379,Tenuta di Tor Mastorta,settlement,Archaic Period,-600,-400,12.68572984,41.98817937,A,0.528784798,B,"Mari 1983, 150",127
3380,Tenuta di Tor Mastorta,settlement (villa),Imperial Period,1,300,12.68809737,41.98985836,A,0.550227262,B,"Mari 1983, 150",128
3381,Tenuta di Tor Mastorta,settlement,Republican Period,-500,-200,12.69146498,41.98855348,A,0.309426729,B,"Mari 1983, 151",129
3382,vaccheria di Tor Mastorta,settlement (villa),Imperial Period,100,400,12.6974357,41.98685749,A,0.562887036,B,"Mari 1983, 152",131
3383,Tenuta di Tor Mastorta,settlement,Republican Period,-500,-30,12.69739768,41.98360229,A,0.412603696,D,"Mari 1983, 152",132
3383,Tenuta di Tor Mastorta,settlement,Imperial Period,-30,300,12.69739768,41.98360229,A,0.412603696,D,"Mari 1983, 152",132
3384,Tenuta di Tor Mastorta,settlement,Republican Period,-500,-30,12.70045791,41.98359013,A,0.324094168,D,"Mari 1983, 153",134
3384,Tenuta di Tor Mastorta,settlement,Imperial Period,-30,300,12.70045791,41.98359013,A,0.324094168,D,"Mari 1983, 153",134
3385,,settlement (villa),Republican Period,-300,-30,12.70527909,41.98327895,A,0.762635079,D,"Mari 1983, 157",138
3385,,settlement (villa),Imperial Period,-30,500,12.70527909,41.98327895,A,0.762635079,D,"Mari 1983, 157",138
3386,,settlement,Republican Period,-500,-30,12.70510005,41.98570834,A,0.626266559,D,"Mari 1983, 156",139
3386,,settlement,Imperial Period,-30,300,12.70510005,41.98570834,A,0.626266559,D,"Mari 1983, 156",139
3387,,settlement,Iron Age,-1000,-600,12.70460771,41.98655773,A,0.807743673,D,"Mari 1983, 156",140
3387,,settlement,Archaic Period,-600,-500,12.70460771,41.98655773,A,0.807743673,D,"Mari 1983, 156",140
3388,,settlement,Republican Period,-500,-30,12.70010922,41.9894003,A,0.652599283,D,"Mari 1983, 158",141
3388,,settlement,Imperial Period,-30,300,12.70010922,41.9894003,A,0.652599283,D,"Mari 1983, 158",141
3389,,settlement,Archaic Period,-600,-400,12.70221929,41.98963873,A,0.497941639,B,"Mari 1983, 158",142
3390,,settlement,Archaic Period,-600,-500,12.70390086,41.99100686,A,0.433455842,B,"Mari 1983, 158",143
3391,,settlement,Iron Age,-1000,-600,12.70812403,41.99110856,A,0.460946501,D,"Mari 1983, 159",144
3391,,settlement (villa),Imperial Period,100,300,12.70765036,41.9902607,A,0.412901387,B,"Mari 1983, 159",144
3392,,settlement (villa),Republican Period,-200,-30,12.71157867,41.98835396,A,0.804599257,D,"Mari 1983, 161",149
3392,,settlement (villa),Imperial Period,-30,300,12.71157867,41.98835396,A,0.804599257,D,"Mari 1983, 161",149
3393,Caprine,settlement,Eneolithic,-3000,-2300,12.71481477,41.9867613,A,0.505011999,D,"Mari 1983, 162",150
3393,Caprine,settlement,Early Bronze Age,-2300,-1700,12.71481477,41.9867613,A,0.505011999,D,"Mari 1983, 162",150
3393,Caprine,settlement,Middle Bronze Age,-1700,-1300,12.71481477,41.9867613,A,0.505011999,D,"Mari 1983, 162",150
3394,Finestroni,settlement (villa),Imperial Period,1,300,12.71869632,41.98960559,A,0.529241775,B,"Mari 1983, 163",153
3395,,settlement,Imperial Period,1,300,12.70950407,41.99949679,A,0.352061936,B,"Mari 1983, 167",159
3396,,settlement,Imperial Period,1,300,12.71183971,41.99946565,A,0.352063137,B,"Mari 1983, 167",160
3397,La Pietrara,settlement,Imperial Period,-30,300,12.7132731,41.99365102,A,0.496017957,D,"Mari 1983, 169",162
3397,La Pietrara,settlement,Republican Period,-200,-30,12.7132731,41.99365102,A,0.496017957,D,"Mari 1983, 169",162
3398,Condotto,settlement (villa),Imperial Period,1,300,12.72658655,41.9983471,A,0.926615762,B,"Mari 1983, 176",170
3399,Condotto,settlement (villa),Imperial Period,1,300,12.72959864,42.00023595,A,0.389944039,B,"Mari 1983, 176",171
3400,Casale Capaldo,settlement (villa),Imperial Period,1,500,12.66555584,41.98251022,A,0.510937588,D,"Mari 1983, 183",182
3401,Capaldino,settlement,Iron Age,-800,-700,12.66788469,41.99566454,A,0.465918666,D,"Mari 1983, 184",187
3401,Capaldino,settlement,Archaic Period,-600,-500,12.66788469,41.99566454,A,0.465918666,D,"Mari 1983, 184",187
3402,Capaldino,settlement,Republican Period,-500,-30,12.66751959,41.99362885,A,0.450402159,D,"Mari 1983, 184",188
3403,Capaldino,settlement,Republican Period,-500,-30,12.67109113,41.99627036,A,0.452620168,D,"Mari 1983, 184",189
3404,Monte Capaldo,settlement,Republican Period,-500,-30,12.67045529,41.98530603,A,0.580203054,D,"Mari 1983, 184",190
3405,,settlement,Iron Age,-900,-700,12.67516782,41.99079029,A,0.427742833,B,"Mari 1983, 185",192
3406,,settlement,Iron Age,-1000,-600,12.67623481,41.98862577,A,0.67091419,D,"Mari 1983, 185",193
3406,,settlement,Archaic Period,-600,-500,12.67623481,41.98862577,A,0.67091419,D,"Mari 1983, 185",193
3407,,settlement,Iron Age,-1000,-600,12.67457195,41.9864248,A,0.367092479,D,"Mari 1983, 187",194
3407,,settlement,Archaic Period,-600,-500,12.67457195,41.9864248,A,0.367092479,D,"Mari 1983, 187",194
3408,,settlement (villa),Imperial Period,1,500,12.67696389,41.98983003,A,0.485409298,B,"Mari 1983, 186",195
3409,,settlement (villa),Republican Period,-100,-30,12.67644637,41.98607398,A,0.614619209,D,"Mari 1983, 189",197
3409,,settlement (villa),Imperial Period,-30,300,12.67644637,41.98607398,A,0.614619209,D,"Mari 1983, 189",197
3410,,settlement,Republican Period,-500,-30,12.68219145,41.9878469,A,0.23064517,D,"Mari 1983, 192",201
3411,Pilo Rotto,settlement (villa),Republican Period,-200,-30,12.68256939,41.99186818,A,0.736588489,D,"Mari 1983, 193",202
3411,Pilo Rotto,settlement (villa),Imperial Period,-30,500,12.68256939,41.99186818,A,0.736588489,D,"Mari 1983, 193",202
3412,,settlement,Republican Period,-500,-30,12.68703915,41.99152644,A,0.293878745,D,"Mari 1983, 197",206
3412,,settlement,Imperial Period,-30,500,12.68703915,41.99152644,A,0.293878745,D,"Mari 1983, 197",206
3413,,settlement (villa),Republican Period,-300,-30,12.67393873,41.99136932,A,0.743401388,D,"Mari 1983, 197",207
3413,,settlement (villa),Imperial Period,-30,500,12.67393873,41.99136932,A,0.743401388,D,"Mari 1983, 197",207
3414,,settlement (villa),Imperial Period,-30,500,12.67289888,41.99080869,A,0.233537036,D,"Mari 1983, 197",207
3415,,settlement,Archaic Period,-600,-500,12.67628672,41.99637565,A,0.81384867,D,"Mari 1983, 199",210
3415,,settlement,Republican Period,-500,-30,12.67628672,41.99637565,A,0.81384867,D,"Mari 1983, 199",210
3415,,settlement,Imperial Period,-30,300,12.67628672,41.99637565,A,0.81384867,D,"Mari 1983, 199",210
3416,,settlement,Republican Period,-500,-300,12.6794944,41.99353716,A,0.699916837,D,"Mari 1983, 201",211
3416,,settlement (villa),Imperial Period,1,300,12.6794944,41.99353716,A,0.699916837,D,"Mari 1983, 201",211
3417,,settlement (villa),Imperial Period,1,300,12.67705675,42.00037762,A,0.427679819,B,"Mari 1983, 202",213
3418,Pichini,settlement (villa),Imperial Period,1,300,12.68507904,41.99952806,A,0.578186102,B,"Mari 1983, 202",214
3419,,settlement (villa),Imperial Period,-30,500,12.68947269,41.99367132,A,0.665397832,D,"Mari 1983, 204",218
3420,,settlement,Republican Period,-500,-30,12.69360966,41.99540296,A,0.915780811,D,"Mari 1983, 208",220
3420,,settlement,Imperial Period,-30,300,12.69360966,41.99540296,A,0.915780811,D,"Mari 1983, 208",220
3421,,settlement (villa),Imperial Period,1,300,12.69410539,41.99694177,A,0.476651404,B,"Mari 1983, 208",221
3422,,settlement (villa),Republican Period,-200,-30,12.70088553,41.99855411,A,0.409492973,D,"Mari 1983, 209",223
3422,,settlement (villa),Imperial Period,-30,300,12.70088553,41.99855411,A,0.409492973,D,"Mari 1983, 209",223
3423,,settlement (villa),Republican Period,-100,-30,12.6945284,41.99273603,A,0.570990893,D,"Mari 1983, 211",229
3423,,settlement (villa),Imperial Period,-30,300,12.6945284,41.99273603,A,0.570990893,D,"Mari 1983, 211",229
3424,colle Milone,settlement (villa),Republican Period,-200,-30,12.70138288,41.99452853,A,0.797360945,D,"Mari 1983, 212",231
3424,colle Milone,settlement (villa),Imperial Period,-30,300,12.70138288,41.99452853,A,0.797360945,D,"Mari 1983, 212",231
3425,,settlement (villa),Imperial Period,1,300,12.65989173,41.94414228,A,0.297999169,B,"Mari 1983, 212",232
3426,,settlement (villa),Imperial Period,100,300,12.673852,41.93663967,A,0.552461703,B,"Mari 1983, 230",254
3423,,settlement,Eneolithic Period,-3000,-2300,12.69479499,41.99191653,A,0.067156543,D,"Mari 1983, 211",229
3427,,settlement,Late Neolithic,-3500,-3000,12.70119325,41.99078656,A,0.427980246,D,"Mari 1983, 437",230
3427,,settlement,Eneolithic,-3000,-2300,12.70119325,41.99078656,A,0.427980246,D,"Mari 1983, 437",230
3427,,settlement,Early Bronze Age,-2300,-1700,12.70119325,41.99078656,A,0.427980246,D,"Mari 1983, 437",230
3428,,settlement,Republican Period,-500,-400,12.67150461,41.93804265,A,0.442182273,B,"Mari 1983, 233",255
3429,,settlement (villa),Republican Period,-200,-30,12.67448654,41.94214943,A,0.540785357,B,"Mari 1983, 233",257
3430,,settlement,Republican Period,-400,-30,12.67804841,41.94000921,A,0.530964817,D,"Mari 1983, 234",260
3430,,settlement,Imperial Period,-30,300,12.67804841,41.94000921,A,0.530964817,D,"Mari 1983, 234",260
3431,,settlement (villa),Republican Period,-400,-30,12.66861602,41.94776521,A,0.51177465,D,"Mari 1983, 234",263
3431,,settlement (villa),Imperial Period,-30,500,12.66861602,41.94776521,A,0.51177465,D,"Mari 1983, 234",263
3432,,settlement (villa),Republican Period,-200,-30,12.67338358,41.95126717,A,0.271248539,D,"Mari 1983, 239",265
3432,,settlement (villa),Imperial Period,-30,200,12.67338358,41.95126717,A,0.271248539,D,"Mari 1983, 239",265
3433,,settlement (villa),Republican Period,-400,-30,12.6720204,41.95438738,A,0.49953726,D,"Mari 1983, 240",269
3433,,settlement (villa),Imperial Period,-30,200,12.6720204,41.95438738,A,0.49953726,D,"Mari 1983, 240",269
3434,,settlement (villa),Republican Period,-400,-30,12.67144093,41.94630363,A,0.45912201,D,"Mari 1983, 244",270
3434,,settlement (villa),Imperial Period,-30,300,12.67144093,41.94630363,A,0.45912201,D,"Mari 1983, 244",270
3435,,settlement,Early Bronze Age,-2300,-1700,12.6795429,41.94781693,A,0.259412611,D,"Mari 1983, 246",274
3435,,settlement,Republican Period,-500,-30,12.6795429,41.94781693,A,0.259412611,D,"Mari 1983, 246",274
3435,,settlement,Imperial Period,-30,200,12.6795429,41.94781693,A,0.259412611,D,"Mari 1983, 246",274
3436,Riserva delle Tavernucole,settlement,Republican Period,-100,-30,12.6832351,41.94587367,A,0.324053492,D,"Mari 1983, 246",276
3436,Riserva delle Tavernucole,settlement,Imperial Period,-30,300,12.6832351,41.94587367,A,0.324053492,D,"Mari 1983, 246",276
3437,Riserva delle Tavernucole,settlement (villa),Republican Period,-400,-30,12.68162682,41.94332625,A,0.725513555,D,"Mari 1983, 247",277
3437,Riserva delle Tavernucole,settlement (villa),Imperial Period,-30,500,12.68162682,41.94332625,A,0.725513555,D,"Mari 1983, 247",277
3438,,settlement (villa),Republican Period,-200,-30,12.68216824,41.93583661,A,0.52988356,D,"Mari 1983, 247",278
3438,,settlement (villa),Imperial Period,-30,300,12.68216824,41.93583661,A,0.52988356,D,"Mari 1983, 247",278
3439,vaccheria delle Tavernucole,settlement,Imperial Period,1,300,12.68181371,41.94753976,A,0.266682641,B,"Mari 1983, 247",279
3440,vaccheria delle Tavernucole,settlement,Imperial Period,1,300,12.68435178,41.94722834,A,0.266684774,B,"Mari 1983, 247",280
3441,Castell'Arcione,settlement (villa),Imperial Period,1,300,12.68114573,41.94924832,A,1.214408825,B,"Mari 1983, 250",287
3442,Castell'Arcione,settlement (villa),Imperial Period,1,300,12.68216792,41.95224654,A,0.623108682,B,"Mari 1983, 250",290
3443,,settlement (villa),Republican Period,-200,-30,12.67711672,41.95482578,A,0.477400172,D,"Mari 1983, 260",292
3443,,settlement (villa),Imperial Period,-30,300,12.67711672,41.95482578,A,0.477400172,D,"Mari 1983, 260",292
3444,,settlement (villa),Imperial Period,1,300,12.68643647,41.95658482,A,0.459504431,B,"Mari 1983, 260",294
3445,,settlement (villa),Imperial Period,-30,500,12.68974604,41.95004782,A,0.88869201,D,"Mari 1983, 261",298
3445,,settlement,Iron Age,-1000,-600,12.68992444,41.94969487,A,0.06261585,F,"Mari 1983, 261",298
3446,col Virginia,settlement (villa),Republican Period,-200,-30,12.69051627,41.9575402,A,0.707026461,D,"Mari 1983, 264",302
3446,col Virginia,settlement (villa),Imperial Period,-30,300,12.69051627,41.9575402,A,0.707026461,D,"Mari 1983, 264",302
3447,col Virginia,settlement (villa),Republican Period,-200,-30,12.69378031,41.95784133,A,0.63278929,D,"Mari 1983, 267",303
3447,col Virginia,settlement (villa),Imperial Period,-30,400,12.69378031,41.95784133,A,0.63278929,D,"Mari 1983, 267",303
3448,,settlement (villa),Imperial Period,1,300,12.69922076,41.95671751,A,0.417696324,B,"Mari 1983, 269",304
3449,,settlement (villa),Imperial Period,1,300,12.6960748,41.9530746,A,0.439073875,B,"Mari 1983, 270",305
3450,,settlement (villa),Imperial Period,1,300,12.69661073,41.95075547,A,0.787499686,B,"Mari 1983, 276",308
3451,,settlement (villa),Imperial Period,1,300,12.6968701,41.94136554,A,0.379661159,B,"Mari 1983, 282",311
3452,,settlement (villa),Imperial Period,1,300,12.70023901,41.93832479,A,0.346353602,B,"Mari 1983, 283",312
3453,,settlement,Republican Period,-500,-30,12.68804111,41.93296743,A,0.466160456,D,"Mari 1983, 283",313
3454,,settlement,Imperial Period,1,300,12.68906565,41.93210525,A,0.254781585,B,"Mari 1983, 284",314
3455,,settlement (villa),Republican Period,-400,-30,12.6991466,41.93301522,A,0.990046222,D,"Mari 1983, 285",318
3455,,settlement (villa),Imperial Period,-30,500,12.6991466,41.93301522,A,0.990046222,D,"Mari 1983, 285",318
3456,,settlement,Imperial Period,1,300,12.71198416,41.93343272,A,0.709994059,D,"Mari 1983, 287",319
3457,,settlement (villa),Republican Period,-200,-30,12.70695575,41.9475965,A,0.608748561,D,"Mari 1983, 288",321
3457,,settlement (villa),Imperial Period,-30,300,12.70695575,41.9475965,A,0.608748561,D,"Mari 1983, 288",321
3458,,settlement (villa),Republican Period,-200,-30,12.70686833,41.96254672,A,0.583229424,D,"Mari 1983, 289",324
3458,,settlement (villa),Imperial Period,-30,200,12.70686833,41.96254672,A,0.583229424,D,"Mari 1983, 289",324
3459,,settlement (villa),Republican Period,-200,-30,12.70983043,41.95279292,A,1.269730637,D,"Mari 1983, 289",325
3459,,settlement (villa),Imperial Period,-30,300,12.70983043,41.95279292,A,1.269730637,D,"Mari 1983, 289",325
3460,,settlement,Imperial Period,1,300,12.71316832,41.95168256,A,0.792983629,B,"Mari 1983, 290",327
3461,,settlement,Imperial Period,1,300,12.71512024,41.95697245,A,0.60274024,B,"Mari 1983, 292",332
3462,,settlement,Imperial Period,1,300,12.71893513,41.96002436,A,0.602714557,B,"Mari 1983, 292",333
3463,,settlement,Imperial Period,1,300,12.7237235,41.96184909,A,0.265072192,B,"Mari 1983, 293",335
3464,fosso dell'Acquacetosa,settlement (villa),Imperial Period,1,300,12.72939793,41.96746901,A,0.705609191,B,"Mari 1983, 318",343
3465,lago delle Colonnelle,settlement (villa),Republican Period,-300,-30,12.71571165,41.96741157,A,0.730191844,D,"Mari 1983, 319",344
3465,lago delle Colonnelle,settlement (villa),Imperial Period,-30,500,12.71571165,41.96741157,A,0.730191844,D,"Mari 1983, 319",344
3466,,settlement,Early Bronze Age,-2300,-1700,12.72328239,41.96785588,A,0.752550722,F,"Mari 1983, 438",339
3466,,settlement,Middle Bronze Age,-1700,-1300,12.72328239,41.96785588,A,0.752550722,F,"Mari 1983, 438",339
3466,,settlement,Late Bronze Age,-1300,-1000,12.72328239,41.96785588,A,0.752550722,F,"Mari 1983, 438",339
3467,,settlement,Republican Period,-200,-30,12.71642966,41.97123247,A,0.758764935,D,"Mari 1983, 319",345
3467,,settlement,Imperial Period,-30,300,12.71642966,41.97123247,A,0.758764935,D,"Mari 1983, 319",345
3468,,settlement (villa),Imperial Period,1,300,12.71970169,41.9696759,A,0.514203797,B,"Mari 1983, 321",346
3469,,settlement (villa),Imperial Period,1,300,12.71387217,41.97064598,A,0.655483437,B,"Mari 1983, 322",349
3470,,settlement,Archaic Period,-600,-500,12.71686546,41.97423321,A,0.52221357,B,"Mari 1983, 322",351
3471,,settlement,Republican Period,-200,-30,12.71838486,41.97697911,A,0.812348767,D,"Mari 1983, 322",352
3471,,settlement,Imperial Period,-30,300,12.71838486,41.97697911,A,0.812348767,D,"Mari 1983, 322",352
3472,,settlement,Republican Period,-100,-30,12.7137011,41.97854558,A,0.795782704,D,"Mari 1983, 322",354
3472,,settlement,Imperial Period,-30,300,12.7137011,41.97854558,A,0.795782704,D,"Mari 1983, 322",354
3473,,settlement (villa),Republican Period,-200,-30,12.71901492,41.98311481,A,0.705876508,D,"Mari 1983, 323",356
3473,,settlement (villa),Imperial Period,-30,300,12.71901492,41.98311481,A,0.705876508,D,"Mari 1983, 323",356
3474,,settlement (villa),Imperial Period,1,300,12.71598054,41.98372458,A,0.647305527,B,"Mari 1983, 323",357
3475,,settlement (villa),Imperial Period,1,300,12.73407225,41.94929635,A,0.733880664,B,"Mari 1983, 335",369
3476,,settlement (villa),Republican Period,-200,-30,12.74147518,41.95296514,A,0.922702181,D,"Mari 1983, 357",375
3476,,settlement (villa),Imperial Period,-30,300,12.74147518,41.95296514,A,0.922702181,D,"Mari 1983, 357",375
3477,,settlement (villa),Imperial Period,1,300,12.74408861,41.94647084,A,0.380883488,D,"Mari 1983, 370",381
3478,,settlement (villa),Republican Period,-200,-30,12.73728528,41.9532843,A,0.826979492,D,"Mari 1983, 375",387
3478,,settlement (villa),Imperial Period,-30,300,12.73728528,41.9532843,A,0.826979492,D,"Mari 1983, 375",387
3479,,settlement (villa),Republican Period,-100,-30,12.7538195,41.95698886,A,0.741526452,D,"Mari 1983, 375",390
3479,,settlement (villa),Imperial Period,-30,300,12.7538195,41.95698886,A,0.741526452,D,"Mari 1983, 375",390
3480,,settlement (villa),Imperial Period,1,300,12.72783771,41.95970581,A,0.71463812,B,"Mari 1983, 378",393
3481,,settlement (villa),Republican Period,-200,-30,12.73566481,41.96592149,A,0.731233579,D,"Mari 1983, 378",394
3481,,settlement (villa),Imperial Period,-30,300,12.73566481,41.96592149,A,0.731233579,D,"Mari 1983, 378",394
3482,,settlement,Republican Period,-400,-30,12.73733156,41.96307927,A,0.70734239,D,"Mari 1983, 378",395
3482,,settlement,Imperial Period,-30,300,12.73733156,41.96307927,A,0.70734239,D,"Mari 1983, 378",395
3483,,settlement (villa),Republican Period,-200,-30,12.74642833,41.96463235,A,0.945011959,D,"Mari 1983, 379",396
3483,,settlement (villa),Imperial Period,-30,300,12.74642833,41.96463235,A,0.945011959,D,"Mari 1983, 379",396
3484,,settlement (villa),Imperial Period,1,300,12.75695918,41.95980838,A,0.6573069,B,"Mari 1983, 380",397
3485,,settlement (villa),Imperial Period,1,300,12.75675402,41.9584191,A,0.467582231,B,"Mari 1983, 380",398
3486,,settlement,Republican Period,-200,-30,12.76182611,41.96230457,A,0.406400983,D,"Mari 1983, 381",399
3486,,settlement,Imperial Period,-30,200,12.76182611,41.96230457,A,0.406400983,D,"Mari 1983, 381",399
3487,,settlement (villa),Republican Period,-100,-30,12.7517852,41.96774889,A,0.832957687,D,"Mari 1983, 383",402
3487,,settlement (villa),Imperial Period,-30,300,12.7517852,41.96774889,A,0.832957687,D,"Mari 1983, 383",402
3488,,settlement (villa),Imperial Period,1,300,12.75193566,41.97132637,A,0.508287002,B,"Mari 1983, 387",404
3489,Sprete,settlement (villa),Imperial Period,1,300,12.75832658,41.97373754,A,0.660407573,B,"Mari 1983, 387",406
3490,,settlement (villa),Imperial Period,100,200,12.75752282,41.97537837,A,0.819001283,B,"Mari 1983, 388",408
3491,,settlement,Republican Period,-100,-30,12.75513573,41.97613135,A,0.627517373,B,"Mari 1983, 388",410
3492,,settlement (villa),Imperial Period,1,300,12.73316218,41.96987472,A,0.660873163,B,"Mari 1983, 389",412
3493,,settlement (villa),Imperial Period,1,300,12.73003242,41.97287991,A,0.660839692,B,"Mari 1983, 389",413
3494,,settlement (villa),Republican Period,-100,-30,12.7359487,41.97556799,A,0.656793028,D,"Mari 1983, 390",414
3494,,settlement (villa),Imperial Period,-30,300,12.7359487,41.97556799,A,0.656793028,D,"Mari 1983, 390",414
3495,,settlement (villa),Imperial Period,1,300,12.72804654,41.97916514,A,0.660326425,B,"Mari 1983, 393",417
3496,,settlement (villa),Republican Period,-200,-30,12.73247483,41.97877457,A,0.4945799,D,"Mari 1983, 393",421
3496,,settlement (villa),Imperial Period,-30,300,12.73247483,41.97877457,A,0.4945799,D,"Mari 1983, 393",421
3497,,settlement,Archaic Period,-600,-500,12.72777918,41.98337649,A,0.61244933,B,"Mari 1983, 394",425
3498,,settlement (villa),Republican Period,-200,-30,12.72430862,41.98278409,A,0.565959629,D,"Mari 1983, 395",426
3498,,settlement (villa),Imperial Period,-30,200,12.72430862,41.98278409,A,0.565959629,D,"Mari 1983, 395",426
3499,,settlement (villa),Imperial Period,1,300,12.72111608,41.98754428,A,0.689401517,B,"Mari 1983, 395",427
3500,,settlement (villa),Republican Period,-300,-30,12.72437266,41.98579361,A,1.206072252,D,"Mari 1983, 395",429
3500,,settlement (villa),Imperial Period,-30,500,12.72437266,41.98579361,A,1.206072252,D,"Mari 1983, 395",429
3501,,settlement (villa),Imperial Period,1,300,12.73229315,41.98823849,A,1.048690062,D,"Mari 1983, 395",431
3502,,settlement (villa),Republican Period,-200,-30,12.73914775,41.98213484,A,0.678187412,D,"Mari 1983, 402",434
3502,,settlement (villa),Imperial Period,-30,200,12.73914775,41.98213484,A,0.678187412,D,"Mari 1983, 402",434
3503,,settlement (villa),Imperial Period,1,300,12.74407358,41.98024379,A,0.617633109,B,"Mari 1983, 402",437
3504,,settlement,Republican Period,-400,-30,12.74589749,41.98226656,A,0.66086841,D,"Mari 1983, 403",439
3505,,settlement (villa),Imperial Period,1,300,12.74468731,41.98776479,A,0.618231853,B,"Mari 1983, 403",440
3506,,settlement (villa),Republican Period,-200,-30,12.74929723,41.99091968,A,0.626251093,D,"Mari 1983, 404",448
3506,,settlement (villa),Imperial Period,-30,300,12.74929723,41.99091968,A,0.626251093,D,"Mari 1983, 404",448
3507,,settlement (villa),Republican Period,-200,-30,12.74223323,41.99343092,A,0.795068372,D,"Mari 1983, 406",449
3507,,settlement (villa),Imperial Period,-30,300,12.74223323,41.99343092,A,0.795068372,D,"Mari 1983, 406",449
3508,Grottelle,settlement (villa),Imperial Period,1,300,12.74845328,41.99705718,A,1.12477379,B,"Mari 1983, 412",451
3509,,settlement (villa),Republican Period,-200,-30,12.75819582,41.99522673,A,0.633367711,D,"Mari 1983, 414",455
3509,,settlement (villa),Imperial Period,-30,300,12.75819582,41.99522673,A,0.633367711,D,"Mari 1983, 414",455
3510,,settlement (villa),Republican Period,-300,-30,12.75948568,41.99785218,A,0.891685669,D,"Mari 1983, 414",456
3510,,settlement (villa),Imperial Period,-30,300,12.75948568,41.99785218,A,0.891685669,D,"Mari 1983, 414",456
3511,Tivoli (Tibur),settlement,Iron Age,-800,-600,12.79734864,41.96402155,A,15.15306164,D,"Giuliani 1970, 45-54",
3511,Tivoli (Tibur),settlement,Archaic Period,-600,-500,12.79734864,41.96402155,A,15.15306164,D,7,
3511,Tivoli (Tibur),settlement,Republican Period,-500,-30,12.79734864,41.96402155,A,15.15306164,D,"Giuliani 1970, 45-54",
3511,Tivoli (Tibur),settlement,Imperial Period,-30,500,12.79718028,41.96286327,A,40.5530487,B,"Giuliani 1970, 45-54",
3512,,settlement (villa),Roman Period,-300,500,12.8034276,41.96182419,A,0.310381858,D,"Giuliani 1966, 29",4
3513,,settlement (villa),Roman Period,-300,500,12.80690221,41.956876,A,0.334559811,D,"Giuliani 1966, 30",7
3514,,settlement (villa),Roman Period,-300,500,12.81635402,41.9524194,A,0.203525548,D,"Giuliani 1966, 32",13
3515,,settlement (villa),Roman Period,-300,500,12.81563871,41.9543566,A,0.188758663,D,"Giuliani 1966, 35",14
3516,,settlement (villa),Roman Period,-300,500,12.82242526,41.96397655,A,0.460201693,D,"Giuliani 1966, 35",18
3517,,settlement (villa),Roman Period,-300,500,12.82480521,41.96735068,A,0.276375476,D,"Giuliani 1966, 36",19
3518,,settlement (villa),Roman Period,-300,500,12.82857596,41.98055858,A,0.197627266,D,"Giuliani 1966, 39",25
3519,,settlement (villa),Roman Period,-300,500,12.8397424,41.97771607,A,0.183441896,D,"Giuliani 1966, 40",26
3520,,settlement (villa),Republican Period,-100,-30,12.84529159,41.98914717,A,0.316413993,B,"Giuliani 1966, 42",30
3521,,settlement (villa),Roman Period,-300,500,12.85266304,41.98646994,A,0.329507723,D,"Giuliani 1966, 44",33
3522,,settlement (villa),Roman Period,-300,500,12.85598828,41.98583294,A,0.629963325,D,"Giuliani 1966, 48",38
3523,,settlement (villa),Roman Period,-300,500,12.83728623,41.99455724,A,0.196692013,D,"Giuliani 1966, 58",47
3524,,settlement,Archaic Period,-600,-500,12.84885637,41.99888929,A,0.593175207,B,"Giuliani 1966, 58",48
